Freebase_actor_ID,connectivity,community
/m/0f5xn,157,1
/m/028k57,128,1
/m/01vy_v8,125,1
/m/0pz91,123,1
/m/01wbg84,123,1
/m/03n08b,118,1
/m/0mdqp,114,1
/m/0gd9k,105,1
/m/032w8h,104,1
/m/05txrz,101,1
/m/073749,97,1
/m/0169dl,97,1
/m/01swck,97,1
/m/085q5,95,1
/m/06cgy,95,1
/m/0bxtg,91,1
/m/01pcbg,90,1
/m/018grr,86,1
/m/01mvth,85,1
/m/0p8r1,84,1
/m/019vgs,84,1
/m/01vsn38,83,1
/m/034np8,81,1
/m/0fby2t,77,1
/m/0738b8,76,1
/m/0151w_,75,1
/m/028d4v,75,1
/m/03l3jy,74,1
/m/0534nr,74,1
/m/08vr94,74,1
/m/059j1m,73,1
/m/01q_ph,71,1
/m/02q7z2,69,1
/m/0pgjm,68,1
/m/08lxvw,68,1
/m/023kzp,67,1
/m/01fwpt,67,1
/m/02xn_q,66,1
/m/01fyzy,66,1
/m/0127zc,64,1
/m/03n52j,61,1
/m/06rq2l,60,1
/m/03gsjv,60,1
/m/01f7dd,59,1
/m/02qx69,59,1
/m/062hgx,58,1
/m/0klh7,58,1
/m/01nm3s,58,1
/m/07m77x,58,1
/m/021bk,56,1
/m/02jm0n,56,1
/m/01l_yg,56,1
/m/081lh,55,1
/m/01gkmx,54,1
/m/02g87m,54,1
/m/0f6_x,53,1
/m/063r24,53,1
/m/05bnp0,52,1
/m/044rvb,52,1
/m/01yhd1,52,1
/m/01j5ts,52,1
/m/0c01c,52,1
/m/0c6qh,52,1
/m/06pp0z,51,1
/m/01h8f,51,1
/m/079vf,51,1
/m/07cjqy,50,1
/m/051wwp,50,1
/m/02qgyv,50,1
/m/049k07,49,1
/m/0q9kd,49,1
/m/011zd3,49,1
/m/0gn30,49,1
/m/015p3p,48,1
/m/014zcr,48,1
/m/02xwgr,48,1
/m/07qn0,47,1
/m/01x_d8,47,1
/m/0315q3,47,1
/m/0c0k1,47,1
/m/01gw4f,47,1
/m/02bj6k,46,1
/m/049dyj,46,1
/m/05w6cw,46,1
/m/0bl2g,46,1
/m/07y8l9,46,1
/m/02p65p,46,1
/m/0716t2,46,1
/m/0h7pj,45,1
/m/04yj5z,45,1
/m/08wpfw,45,1
/m/015c4g,45,1
/m/01tnbn,45,1
/m/02dlfh,44,1
/m/014gf8,43,1
/m/0d608,43,1
/m/0mfj2,42,1
/m/030vnj,42,1
/m/03_dxb,42,1
/m/04yyhw,42,1
/m/0670jl,42,1
/m/032_jg,42,1
/m/02zrv7,41,1
/m/032wdd,41,1
/m/02qgqt,41,1
/m/015pkc,41,1
/m/01pllx,41,1
/m/03ptnk,41,1
/m/032bfz,41,1
/m/06mmb,41,1
/m/01twdk,41,1
/m/035pvg,41,1
/m/086nl7,40,1
/m/0gr36,40,1
/m/013tjc,40,1
/m/05qh0j,39,1
/m/015p37,39,1
/m/0p_pd,39,1
/m/03y34_,39,1
/m/02g8h,39,1
/m/04fhxp,39,1
/m/01cpqk,38,1
/m/03lv3s,38,1
/m/09fb5,38,1
/m/01csvq,38,1
/m/02fn5,38,1
/m/016fjj,38,1
/m/04fzk,37,1
/m/0194r1,37,1
/m/032xhg,37,1
/m/01vwllw,37,1
/m/013vdl,37,1
/m/0bj9k,37,1
/m/0807ml,37,1
/m/06lht1,36,1
/m/04t2l2,36,1
/m/03q45x,36,1
/m/0187y5,36,1
/m/046zh,35,1
/m/04yywz,35,1
/m/07fq1y,35,1
/m/03xblf,35,1
/m/02v60l,34,1
/m/044f7,34,1
/m/0896b2,34,1
/m/015gsv,34,1
/m/0k269,34,1
/m/047c9l,34,1
/m/06pjs,34,1
/m/01vvb4m,33,1
/m/09r0yc,33,1
/m/0pnf3,33,1
/m/0205dx,33,1
/m/06gb2q,33,1
/m/0466jjy,33,1
/m/08c882,33,1
/m/02lj6p,33,1
/m/01hcj2,33,1
/m/01nr36,32,1
/m/01mylz,32,1
/m/01z7s_,32,1
/m/03q054,32,1
/m/018ygt,31,1
/m/015brk,31,1
/m/06w6_,31,1
/m/02zfg3,31,1
/m/01gvxv,31,1
/m/016z2j,31,1
/m/0fx4xc,31,1
/m/03b78r,30,1
/m/05wjnt,30,1
/m/01rs5p,30,1
/m/01w1ywm,30,1
/m/0479b,29,1
/m/01vh18t,29,1
/m/04mhbh,29,1
/m/061tsc,29,1
/m/0f502,29,1
/m/017149,28,1
/m/061txy,28,1
/m/07b8pn,28,1
/m/09l3p,28,1
/m/0bxvvc,28,1
/m/061tx7,28,1
/m/07663r,28,1
/m/09594c,28,1
/m/0234pg,28,1
/m/01jz6x,28,1
/m/031k24,28,1
/m/0gcj_rz,27,1
/m/01chc7,27,1
/m/0bhbzd3,27,1
/m/03_48k,27,1
/m/0p_jc,27,1
/m/0gdlpht,27,1
/m/0gdm99s,27,1
/m/03sj0m,27,1
/m/01rr9f,27,1
/m/01h910,27,1
/m/02q2vzj,27,1
/m/0gcpk93,27,1
/m/01wgcvn,27,1
/m/01pj5q,27,1
/m/014g22,27,1
/m/031f1q,27,1
/m/0bhcjsk,27,1
/m/01sjr5,27,1
/m/0696_t,27,1
/m/01hqd4,26,1
/m/02x1l_8,26,1
/m/02lf1j,25,1
/m/01xcqc,25,1
/m/04t7ts,25,1
/m/034047,25,1
/m/03kwbr,25,1
/m/0bq2g,25,1
/m/0170s4,25,1
/m/04zkj5,25,1
/m/08kyst,25,1
/m/0sz28,25,1
/m/0k43nb,24,1
/m/01skmp,24,1
/m/0hvb2,24,1
/m/03q6gy,24,1
/m/0cmt6q,24,1
/m/01fh9,24,1
/m/03wh07q,24,1
/m/0c5chc,24,1
/m/0dcwjc,24,1
/m/015pvh,24,1
/m/031y7z,24,1
/m/04twmk,24,1
/m/01_ztw,24,1
/m/04mhxx,24,1
/m/01kb2j,24,1
/m/01mrnp,24,1
/m/08_pht,24,1
/m/03qd_,24,1
/m/0252fh,24,1
/m/013zs9,24,1
/m/02qsl28,24,1
/m/0dzf_,23,1
/m/03xb2w,23,1
/m/0ywqc,23,1
/m/02r39q7,23,1
/m/04sry,23,1
/m/03cq2jh,23,1
/m/04bdw5,22,1
/m/03xn8w6,22,1
/m/02tqkf,22,1
/m/07lj7y,22,1
/m/038rzr,22,1
/m/0c1pj,22,1
/m/0hz_1,22,1
/m/0f4vbz,22,1
/m/08k881,22,1
/m/033tln,22,1
/m/0k43n4,22,1
/m/0143wl,22,1
/m/05ch0k,22,1
/m/01p1z_,21,1
/m/01bcq,21,1
/m/021b_,21,1
/m/094twz,21,1
/m/01fx5l,21,1
/m/02sb1w,21,1
/m/04b47n,21,1
/m/06qgjh,21,1
/m/02dth1,21,1
/m/01h1b,21,1
/m/0dk8gd,21,1
/m/0l8v5,21,1
/m/03l3ln,21,1
/m/0p_r5,21,1
/m/081cbt,21,1
/m/0fb1q,21,1
/m/071m2d,21,1
/m/026jltx,21,1
/m/08sqc_,20,1
/m/01wyzyl,20,1
/m/0347db,20,1
/m/026l37,19,1
/m/01p7yb,19,1
/m/01jrp0,19,1
/m/0c9xjl,19,1
/m/02n4b9,19,1
/m/05fnl9,19,1
/m/01yb09,19,1
/m/02xv8m,19,1
/m/0prfz,19,1
/m/0fx4_g,19,1
/m/07lt7b,19,1
/m/01j5ws,19,1
/m/06z8gn,18,1
/m/01kwsg,18,1
/m/02tqys,18,1
/m/04gc65,18,1
/m/01jz79,18,1
/m/09jfqc,18,1
/m/021npv,18,1
/m/04wp3s,18,1
/m/043hg,18,1
/m/06rgyc,18,1
/m/04bdxl,17,1
/m/04qsdh,17,1
/m/097cf6,17,1
/m/01x0kg7,17,1
/m/01z7_f,17,1
/m/01w23w,17,1
/m/074tb5,17,1
/m/01nxzv,17,1
/m/0h96g,17,1
/m/05gv6v,17,1
/m/02t_vx,16,1
/m/046chh,16,1
/m/01nfys,16,1
/m/07lmxq,16,1
/m/084sz6,16,1
/m/0lkr7,16,1
/m/016yzz,16,1
/m/0gbzhsv,16,1
/m/02wycg2,16,1
/m/026r8q,16,1
/m/06rn5d,16,1
/m/03d_qmm,16,1
/m/0gdnb8,16,1
/m/04wg38,16,1
/m/03q43g,16,1
/m/018_lb,16,1
/m/023n6h,16,1
/m/016yr0,16,1
/m/016h4r,16,1
/m/0h0wc,16,1
/m/086sj,15,1
/m/034c_n,15,1
/m/02wgln,15,1
/m/01y_px,15,1
/m/05cx7x,15,1
/m/02nb2s,15,1
/m/048lv,15,1
/m/0tc7,15,1
/m/0h49l2,15,1
/m/01pk3z,15,1
/m/03d_zl4,15,1
/m/06m6p7,15,1
/m/06zbbg,15,1
/m/07f3yj,15,1
/m/0m8_v,15,1
/m/02yplc,15,1
/m/05xpv,15,1
/m/026_w2h,15,1
/m/02f5jr,15,1
/m/0b3hjt,15,1
/m/04jfgy,15,1
/m/0dvmd,15,1
/m/02r_d4,15,1
/m/07nt5x,15,1
/m/0bdz80,15,1
/m/016ks_,15,1
/m/02js_6,15,1
/m/06zspf,15,1
/m/01kj0p,15,1
/m/05db_7,15,1
/m/02jsrt,15,1
/m/06kjz6,15,1
/m/0z4s,15,1
/m/0g52td,15,1
/m/01r7t9,14,1
/m/026c1,14,1
/m/033_1p,14,1
/m/01p18m,14,1
/m/02lfcm,14,1
/m/056rgc,14,1
/m/0p_47,14,1
/m/01wk51,14,1
/m/0sw5n,14,1
/m/01xcfy,14,1
/m/07mql9,14,1
/m/0sw6g,14,1
/m/02_hj4,13,1
/m/01b9z4,13,1
/m/0794g,13,1
/m/07ddz9,13,1
/m/01rnxn,13,1
/m/06sj3p,13,1
/m/01npmc_,13,1
/m/075k0f,13,1
/m/01vlj1g,13,1
/m/030znt,13,1
/m/068g3p,13,1
/m/0h1nt,13,1
/m/03_6y,13,1
/m/01v3s2_,13,1
/m/0285c83,13,1
/m/03f362,13,1
/m/044_7j,13,1
/m/02mjmb,13,1
/m/020jqv,13,1
/m/032cqn,12,1
/m/03fbb6,12,1
/m/04yqlk,12,1
/m/089_fl,12,1
/m/09ypcg,12,1
/m/0869c8,12,1
/m/01_f_5,12,1
/m/05nzw6,12,1
/m/0h49v0,12,1
/m/02jt1k,12,1
/m/05dctd,12,1
/m/05bpg3,12,1
/m/0d_22_,12,1
/m/0121rx,12,1
/m/0170vn,12,1
/m/0d7whx,12,1
/m/03q1vd,12,1
/m/02633g,12,1
/m/014v6f,12,1
/m/01438g,12,1
/m/0cy_ct,12,1
/m/0372kf,12,1
/m/0g7dfl,12,1
/m/02clgg,12,1
/m/01g257,12,1
/m/060m47,12,1
/m/059fjj,12,1
/m/02rwmyc,12,1
/m/01qqtr,12,1
/m/01gbn6,12,1
/m/02g0rb,12,1
/m/0736qr,12,1
/m/0b7tcc,12,1
/m/02pnw_t,12,1
/m/04954,12,1
/m/01kp66,12,1
/m/01fx2g,12,1
/m/059gkk,12,1
/m/02pzck,12,1
/m/0pmhf,12,1
/m/03h_fqv,12,1
/m/02s2ft,12,1
/m/02lkcc,11,1
/m/0c7lcx,11,1
/m/03zg2x,11,1
/m/02jr26,11,1
/m/044zvm,11,1
/m/07r_dg,11,1
/m/065y301,11,1
/m/03vy0g,11,1
/m/02mqc4,11,1
/m/0cgzj,11,1
/m/0d0fn9,10,1
/m/041s2c,10,1
/m/04s430,10,1
/m/03wfknh,10,1
/m/05dtsb,10,1
/m/024jwt,10,1
/m/06q5t7,10,1
/m/0337t1,10,1
/m/05myd2,10,1
/m/04__f,10,1
/m/07vljr,10,1
/m/02v406,10,1
/m/01pjr7,10,1
/m/02_j7t,10,1
/m/0kjgl,10,1
/m/05fhcs,10,1
/m/0h27vc,10,1
/m/04fhn_,10,1
/m/02ylyg,10,1
/m/09yrh,10,1
/m/0415270,10,1
/m/028r4y,10,1
/m/07gr9b,10,1
/m/01g25r,10,1
/m/01598m,10,1
/m/04nxfq,10,1
/m/01_xtx,10,1
/m/01yd8v,10,1
/m/0428bc,10,1
/m/0zcbl,9,1
/m/01yp8q,9,1
/m/045c8k,9,1
/m/04wf_b,9,1
/m/02k21g,9,1
/m/0126rp,9,1
/m/044lyq,9,1
/m/019f2f,9,1
/m/030h95,9,1
/m/02tv80,9,1
/m/02lymt,9,1
/m/03zqc1,9,1
/m/04vcdj,9,1
/m/016kft,9,1
/m/01tt43d,9,1
/m/0qdgc,9,1
/m/04t2lk,9,1
/m/0gdk6s5,9,1
/m/07myb2,9,1
/m/04bs3j,9,1
/m/0fdc74,9,1
/m/01tnxc,9,1
/m/018swb,9,1
/m/03llcf,9,1
/m/03fdnn,9,1
/m/078jnn,9,1
/m/027_sn,9,1
/m/0gc994c,9,1
/m/04bd8y,9,1
/m/05w43w,9,1
/m/02r_717,9,1
/m/05cl2w,9,1
/m/02ph2wq,9,1
/m/094b0m,9,1
/m/03m8lq,9,1
/m/074ypy,9,1
/m/09zmys,9,1
/m/0127m7,9,1
/m/01qscs,9,1
/m/01515w,9,1
/m/01gv_f,9,1
/m/03_x5t,9,1
/m/01vs_v8,9,1
/m/01wmxfs,9,1
/m/07zk1y,9,1
/m/0932qm,9,1
/m/034bc9,9,1
/m/0432cd,9,1
/m/02114t,9,1
/m/01l9p,9,1
/m/06dhjm,9,1
/m/029r27,9,1
/m/01pcrc,9,1
/m/0p_93,9,1
/m/014z8v,9,1
/m/07bp3c,9,1
/m/01fwk3,9,1
/m/0c_pm7,9,1
/m/033db3,9,1
/m/02mhfy,9,1
/m/04pz5c,9,1
/m/026kr2z,9,1
/m/029pnn,9,1
/m/03c9367,9,1
/m/02_340,9,1
/m/02ymv4,9,1
/m/08d03s,9,1
/m/02vntkl,9,1
/m/02z27l8,9,1
/m/0d0plm,9,1
/m/0q9vf,9,1
/m/03dkdb,9,1
/m/029_l,9,1
/m/03jjzf,9,1
/m/03067p,9,1
/m/02w5kqw,8,1
/m/041h4s,8,1
/m/02w9bmg,8,1
/m/05cxlb,8,1
/m/04bk4c,8,1
/m/0g5t6xr,8,1
/m/0fgg4,8,1
/m/01pqy_,8,1
/m/01kmzs,8,1
/m/02byfd,8,1
/m/04j_gs,8,1
/m/02jq1,8,1
/m/080cvr0,8,1
/m/02m501,8,1
/m/0hsn_,8,1
/m/02ldv0,8,1
/m/0f276,7,1
/m/05kw1v,7,1
/m/0863x_,7,1
/m/05gmpdw,7,1
/m/06pcz0,7,1
/m/078g3l,7,1
/m/016p65,7,1
/m/03swmf,7,1
/m/077qsp,7,1
/m/08g2t9,7,1
/m/05w88j,7,1
/m/01yvzx,7,1
/m/06dv3,7,1
/m/0bqsdt5,7,1
/m/06v76c,7,1
/m/04y315,7,1
/m/0bv796,7,1
/m/02qfhb,7,1
/m/0ksyy4,7,1
/m/0331rx,7,1
/m/02js9p,7,1
/m/012801,7,1
/m/09c84c,7,1
/m/03czn8,7,1
/m/09fdg1,7,1
/m/02t1cp,7,1
/m/027vnf8,7,1
/m/05bmg8,7,1
/m/02lk1s,7,1
/m/024bbl,7,1
/m/0bh6gr,7,1
/m/0frmbg,7,1
/m/07_9zq,7,1
/m/063kr3,7,1
/m/0cz6mz,7,1
/m/06cddt,6,1
/m/02__ww,6,1
/m/027hq5f,6,1
/m/0dlglj,6,1
/m/03k7bd,6,1
/m/02gz2p,6,1
/m/016sp_,6,1
/m/022769,6,1
/m/056b4h,6,1
/m/0gy6z9,6,1
/m/0btxr,6,1
/m/0147dk,6,1
/m/01vhb0,6,1
/m/0gkfkl,6,1
/m/02d4ct,6,1
/m/046qq,6,1
/m/0jdhp,6,1
/m/04wx2v,6,1
/m/050zr4,6,1
/m/04205z,6,1
/m/07krqy,6,1
/m/072bb1,6,1
/m/0btpx,6,1
/m/0bbr594,6,1
/m/011_3s,6,1
/m/02vntj,6,1
/m/07dhg0,6,1
/m/075pg69,6,1
/m/0808c5,6,1
/m/039gzc,6,1
/m/03n5kv,6,1
/m/012gq6,6,1
/m/0jmj,6,1
/m/023mdt,6,1
/m/0301yj,6,1
/m/05sg7z,6,1
/m/05hdf,6,1
/m/02p21g,6,1
/m/02wrbv,6,1
/m/027kfbf,6,1
/m/04b8hz,6,1
/m/05v_f6,6,1
/m/0gppl9,6,1
/m/030hcs,6,1
/m/0g78s8,6,1
/m/0c6b4y,6,1
/m/05cth9,6,1
/m/04z542,6,1
/m/0b6z2c,6,1
/m/0b25vg,6,1
/m/096lf_,6,1
/m/014zfs,6,1
/m/04sp82,6,1
/m/0j_n3w,6,1
/m/06mfvc,6,1
/m/02t__3,6,1
/m/01t6xz,6,1
/m/0378zn,6,1
/m/01n5309,6,1
/m/043js,6,1
/m/0dn3n,6,1
/m/01phtd,6,1
/m/03rl84,6,1
/m/03np3w,6,1
/m/073c1q,6,1
/m/0338ws,6,1
/m/01dw9z,6,1
/m/09y71l,6,1
/m/08cn4_,6,1
/m/095b70,6,1
/m/0517bc,6,1
/m/0jsz09,6,1
/m/02r_km,6,1
/m/0786bc,6,1
/m/03txjw,6,1
/m/03j_13,6,1
/m/04m064,6,1
/m/01pw2f1,6,1
/m/01dbk6,6,1
/m/083wp6,6,1
/m/07gm05,6,1
/m/0hwbd,6,1
/m/06c_41,6,1
/m/03wlz0,6,1
/m/03m83s,6,1
/m/06frb1,6,1
/m/0gx1_3,6,1
/m/01h0_w,6,1
/m/01pz7p,6,1
/m/09jxw0,6,1
/m/0151fv,6,1
/m/01pg1d,6,1
/m/030xc0,6,1
/m/01hxs4,6,1
/m/0bbln5,6,1
/m/028hc2,6,1
/m/019pm_,6,1
/m/0309jm,6,1
/m/027f2n4,6,1
/m/07ct8h,6,1
/m/09byc0,6,1
/m/0cfr_9,6,1
/m/05dbyt,6,1
/m/0404v5,6,1
/m/03f0q3n,6,1
/m/07bg64,6,1
/m/02rf1y,6,1
/m/01gbb4,6,1
/m/04zn7g,6,1
/m/09nz_c,6,1
/m/077t3p,6,1
/m/01jfrg,6,1
/m/06g2zw,6,1
/m/07d3z7,6,1
/m/08_75w,6,1
/m/01nz7jg,6,1
/m/021vwt,6,1
/m/023v4_,6,1
/m/06b3g4,6,1
/m/01wc7p,6,1
/m/025swxt,6,1
/m/074bp3,6,1
/m/016vg8,6,1
/m/01zz8t,6,1
/m/06d8b3,6,1
/m/04wn6l,6,1
/m/07h1t0,6,1
/m/07480_,6,1
/m/035n9m,6,1
/m/036ztw,6,1
/m/09q298,6,1
/m/04jk7rj,6,1
/m/01w9jh4,6,1
/m/0718f6,5,1
/m/0df52j,5,1
/m/0g0ngt,5,1
/m/02tcnx,5,1
/m/01ft2l,5,1
/m/027k040,5,1
/m/06jzh,5,1
/m/02n1sr,5,1
/m/0b2rb1,4,1
/m/03x400,4,1
/m/0cw78f,4,1
/m/0306bt,4,1
/m/038g39,4,1
/m/020l9r,4,1
/m/045p_,4,1
/m/062zhg,4,1
/m/05hssf,4,1
/m/083jjg,4,1
/m/01jw4r,4,1
/m/0h0_6m,4,1
/m/02x7vq,4,1
/m/0127xk,4,1
/m/06w_1w,4,1
/m/0b_vcv,4,1
/m/04kwbt,4,1
/m/0bdq7wk,4,1
/m/065tmb,4,1
/m/0pz7h,4,1
/m/0bmd38z,4,1
/m/02q173g,4,1
/m/012czd,4,1
/m/02b6xq,4,1
/m/012q4n,4,1
/m/0279ng4,4,1
/m/0d59___,4,1
/m/0j436,4,1
/m/07cc2x,4,1
/m/089k60,4,1
/m/04g03tm,4,1
/m/06608_1,4,1
/m/02__7n,3,1
/m/01d0b1,3,1
/m/01xwqn,3,1
/m/05xfm6,3,1
/m/0jtd3v,3,1
/m/03q95r,3,1
/m/09fjmd,3,1
/m/08wd0f,3,1
/m/021yzs,3,1
/m/0jy6k5,3,1
/m/03q3sy,3,1
/m/026dp6,3,1
/m/0q1lp,3,1
/m/02h6djh,3,1
/m/07nc68,3,1
/m/0bwnq9,3,1
/m/01y665,3,1
/m/0kswlg,3,1
/m/07qsx2,3,1
/m/03z509,3,1
/m/04yh8dq,3,1
/m/03kts,3,1
/m/021lqk7,3,1
/m/040bzr,3,1
/m/0408np,3,1
/m/08srw_,3,1
/m/05yh_t,3,1
/m/0blq0z,3,1
/m/02jyhv,3,1
/m/0dp9k4,3,1
/m/02qbmxr,3,1
/m/0bqq0k,3,1
/m/079wyq,3,1
/m/015pxr,3,1
/m/0k07f0,3,1
/m/077z_z,3,1
/m/09c_94,3,1
/m/086k7g,3,1
/m/0lx2l,3,1
/m/089pcj,3,1
/m/02p7m2,3,1
/m/026wcdv,3,1
/m/02t_v1,3,1
/m/01vvyd8,3,1
/m/0dwmn3,3,1
/m/03v738,3,1
/m/018yh9,3,1
/m/03x6n9,3,1
/m/02lf70,3,1
/m/05525t,3,1
/m/02f8lw,3,1
/m/05p5nc,3,1
/m/06swrp,3,1
/m/073k1v,3,1
/m/05zjx,3,1
/m/01zvxq,3,1
/m/07bq67,3,1
/m/0dj45l5,3,1
/m/08fj59,3,1
/m/02xgtz,3,1
/m/02770py,3,1
/m/03mg35,3,1
/m/01338h,3,1
/m/04xjzx,3,1
/m/0b4bdg,3,1
/m/02_0d2,3,1
/m/04hpck,3,1
/m/06l8vg,3,1
/m/0758jk,3,1
/m/06x0z8,3,1
/m/0276m62,3,1
/m/06chtx,3,1
/m/073828,3,1
/m/0f2gtk,3,1
/m/07rxzr,3,1
/m/0bsdjl,3,1
/m/0jyrc9,3,1
/m/026v5l,3,1
/m/02l4pj,3,1
/m/0k03wb,3,1
/m/060nf4,3,1
/m/046lt,3,1
/m/042z_g,3,1
/m/01vrx3g,3,1
/m/015qlm,3,1
/m/0520lcn,3,1
/m/0k1dv3,3,1
/m/018lp7,3,1
/m/0q5hw,3,1
/m/044mrh,3,1
/m/07j9h_,3,1
/m/0ch16d,3,1
/m/08g24q,3,1
/m/07ljvq,3,1
/m/018dnt,3,1
/m/01lntp,3,1
/m/01j6fq,3,1
/m/02r3735,3,1
/m/030j9c,3,1
/m/01ry0f,3,1
/m/01pgk0,3,1
/m/07856g,3,1
/m/080d47t,3,1
/m/030xr_,3,1
/m/0d5368,3,1
/m/045bs6,3,1
/m/0gc3y43,3,1
/m/0kt985,3,1
/m/01pxm_,3,1
/m/030v0r,3,1
/m/08_dmh,3,1
/m/031mly,3,1
/m/01mt1fy,3,1
/m/01vsy7t,3,1
/m/023n39,3,1
/m/09nsb6h,3,1
/m/03mgx3j,3,1
/m/08tbh4,3,1
/m/01gc7h,3,1
/m/036m4c,3,1
/m/05qfpl,3,1
/m/06r41s,3,1
/m/0gpprt,3,1
/m/0b8cgz,3,1
/m/01pd9l,3,1
/m/0g_z9,3,1
/m/01p4vl,3,1
/m/0cjcrjj,3,1
/m/02624g,3,1
/m/08xm16,3,1
/m/03359d,3,1
/m/0dwz5n,3,1
/m/03db_h,3,1
/m/02q432w,3,1
/m/016yvw,3,1
/m/07grx0,3,1
/m/0b05x6,3,1
/m/03hl1_,3,1
/m/06tm33,3,1
/m/022yb4,3,1
/m/01g23m,3,1
/m/01g65g,3,1
/m/02g5h5,3,1
/m/0f7h2v,3,1
/m/039g82,3,1
/m/059w4s,3,1
/m/0jwkd2,3,1
/m/0bntmt7,3,1
/m/032kt3,3,1
/m/05rx__,3,1
/m/08fxyf,3,1
/m/01k8rb,3,1
/m/03q3vd,3,1
/m/07df7t,3,1
/m/06jz0,3,1
/m/03f2_rc,3,1
/m/0dx0r6,3,1
/m/02c23m,3,1
/m/026v437,3,1
/m/03m86c,3,1
/m/096cks,3,1
/m/01sxq9,3,1
/m/0grwj,3,1
/m/014g_s,3,1
/m/026nsp_,3,1
/m/04f1s6,3,1
/m/033w9g,3,1
/m/0c1kn_,3,1
/m/0bnpd3z,3,1
/m/033tmw,3,1
/m/0b_kb3,3,1
/m/0bx7wc,3,1
/m/07xkz7,3,1
/m/0993r,3,1
/m/0n6f8,3,1
/m/03h1fb,3,1
/m/02v49c,3,1
/m/0clg5g,3,1
/m/059qf9,3,1
/m/058s44,3,1
/m/05y5_2,3,1
/m/05dbf,3,1
/m/067187,3,1
/m/0dry29s,3,1
/m/09b8rs,3,1
/m/03l3gd,3,1
/m/0432lv,3,1
/m/01rrxr,3,1
/m/01vgyj,3,1
/m/04frvzh,3,1
/m/05wty0,3,1
/m/0gm6m8,3,1
/m/05_k56,3,1
/m/0pgm3,3,1
/m/02pjlmk,3,1
/m/05mz3_d,3,1
/m/0dqvvz,3,1
/m/03y82t6,3,1
/m/0j_9hj,3,1
/m/02bsm,3,1
/m/05jpsx,3,1
/m/06ggwc,3,1
/m/093fhd,3,1
/m/054ngn,3,1
/m/0htlr,3,1
/m/050t68,3,1
/m/02vpg2c,3,1
/m/015076,3,1
/m/09v2whc,3,1
/m/02p7x0,3,1
/m/0498rc,3,1
/m/0g1hxy,3,1
/m/040696,3,1
/m/05qg6g,3,1
/m/065xxm,3,1
/m/05yqrfd,3,1
/m/0337zp,3,1
/m/03cy9gv,3,1
/m/01520h,3,1
/m/0281lp,3,1
/m/028gf8,3,1
/m/01rcg5,3,1
/m/03mc217,3,1
/m/01w0yrc,3,1
/m/02xfj0,3,1
/m/02r34n,3,1
/m/01dbgw,3,1
/m/048s0r,3,1
/m/0783r3,3,1
/m/04x1_w,3,1
/m/0bbctqs,3,1
/m/03qmj9,3,1
/m/049gj6z,3,1
/m/08hvn4,3,1
/m/01l7f1,3,1
/m/080h3lk,3,1
/m/016z51,3,1
/m/0cmd_ty,3,1
/m/06k6ns,3,1
/m/026_w57,3,1
/m/052scg,3,1
/m/02w4r0q,3,1
/m/027s2fw,3,1
/m/0cbbml,3,1
/m/02qjw63,3,1
/m/04l19_,3,1
/m/0gdkl1g,3,1
/m/01nms7,3,1
/m/02cbs0,3,1
/m/03c529g,3,1
/m/02x4rt3,3,1
/m/03mbst5,3,1
/m/05ry0p,3,1
/m/02s529,3,1
/m/01jvs4,3,1
/m/08679c,3,1
/m/02xwq9,3,1
/m/06s6hs,3,1
/m/09qfkg,3,1
/m/07gwvb,3,1
/m/06dn58,3,1
/m/01vyv9,3,1
/m/020t44,3,1
/m/05wh02,3,1
/m/05s37v,3,1
/m/0cjlh_,3,1
/m/0739z6,3,1
/m/0fx0mw,3,1
/m/05683p,3,1
/m/05mc99,3,1
/m/02rrxnz,3,1
/m/05rjzn,3,1
